wind_supply (MWh),wind_demand (MWh),wind_price (INR),solar_supply (MWh),solar_demand (MWh),solar_price (INR),biogas_supply (MWh),biogas_demand (MWh),biogas_price (INR)
93,49,4.777250798204851,83,35,2.520526612567371,39,49,4.003124657233028
57,67,3.8221483561389373,45,45,4.2489147068011075,53,29,4.27062763010729
32,72,5.460897797272786,59,50,3.621535811068126,18,8,5.536164330804041
50,19,4.907971843729326,57,38,2.9754085977109175,20,8,4.887662949434395
66,30,5.006755090492737,45,38,3.7338874154731454,75,54,4.427818772329678
71,31,3.631553406822289,80,27,4.491577534888233,31,62,5.923748214397119
75,46,5.026835628441344,62,81,3.052344677294239,29,69,4.973415554715363
34,66,5.049446858441202,54,31,3.0537765384036,38,32,4.73789375955379
48,34,4.8435454527244595,47,63,3.897884922056014,72,41,5.954298519448044
27,80,4.083819227580687,55,81,2.5864151213996163,50,6,4.2671673662674054
24,15,4.479380084321763,35,89,4.141094436526165,57,65,5.199100904227943
48,72,3.7208687426174327,67,49,3.8050578448982835,36,55,5.498023832894121
66,58,4.443174132918305,73,55,4.182382545260783,40,35,5.8815306106458
87,20,3.9876477052008097,96,34,2.961480154641265,34,47,5.668000708111806
95,64,4.1981939729881645,72,96,4.194380448294616,58,32,4.578819539241886
64,86,3.8252008168073974,35,33,3.3972270368502104,79,43,4.520799609722988
21,34,3.960108735493794,107,32,2.76544446659003,73,69,4.195343321324781
46,28,3.6531372836402323,93,43,4.302845193203659,65,20,4.334839963686612
55,19,5.339802732873842,111,54,3.9100262957504786,16,40,5.46017069547484
55,55,4.560821375950807,109,33,2.836570271234109,79,34,4.5784956853195
45,54,4.293483942525479,117,71,2.9930097912931624,44,27,4.883755936845873
62,48,4.570058425537567,42,70,3.037727078242317,30,67,5.380642490359932
46,59,4.756586456963105,94,25,4.426668374521036,56,51,5.329901190285062
88,85,5.343757586738699,67,27,4.2723543271414055,69,15,5.586314592199775
39,85,3.8573859045726264,93,58,3.192690264085133,26,23,4.116625737457175
30,41,4.091104997270435,43,49,3.4332739005862685,26,66,5.144244298883547
93,58,5.451578672688229,46,54,3.070559829846128,34,47,5.784382670936969
57,47,4.242385973297049,106,25,3.9852973159903318,43,13,4.746247574504158
25,47,3.5451233015146553,42,42,2.8224182998386174,35,29,4.382964360113206
91,58,3.7952869852743176,102,57,3.1772285549382673,15,35,4.137649899739076
42,34,3.5526774034971043,35,33,3.712208939293431,19,17,5.879556241689881
66,50,5.479846284841457,35,31,4.254688956648027,12,69,4.007593473911512
65,21,4.057741697982446,66,54,3.771100515257233,68,34,5.584015392256719
31,46,5.347085513872452,86,37,4.379452896478236,78,33,4.528958690505206
32,81,5.491772551519432,82,37,4.361618563828031,57,22,4.484889776048173
81,53,4.699682442286228,75,66,3.936598926062053,32,7,4.315079629225994
79,38,3.5663926301311237,107,98,3.057403855491001,14,39,4.387558340140625
62,84,3.663183260773854,33,87,3.866158141971413,65,8,5.028105729377527
95,68,4.463178110215756,63,93,2.8854754085021934,47,45,5.750994525565153
87,52,4.312344025822972,95,60,3.166409405355419,16,34,4.735040181139778
24,88,4.712354611563535,92,59,4.01579882450789,26,15,5.491130098975314
56,89,4.3776956194227274,90,70,4.201263865137785,18,37,4.493305202389996
91,46,5.368153698542969,110,69,3.333537776231587,55,42,5.808235548383534
50,59,4.569479430827022,71,80,3.546873754848521,46,9,5.827854876012205
28,75,4.887452122924884,107,29,3.272265726386068,16,63,4.21651261242544
70,84,5.292970545284993,93,68,3.4586004083838984,26,55,5.67763440746915
48,67,3.7937437516664145,46,52,3.5249752708736146,50,69,5.403786282240611
97,65,3.959469308237057,90,66,3.8836689289753377,73,62,4.787678772426161
59,70,3.71463732094803,59,55,4.001048928873571,66,52,5.669551691235491
60,41,3.779276798459825,72,31,4.450032485292479,54,62,5.806965191874533
30,52,4.525167933868467,36,31,3.3753030162148816,17,41,4.9927525353139135
42,76,4.1423585179349285,102,28,2.6662796558449395,19,11,5.0175903243160045
20,32,4.34634567905351,75,56,3.876332673034141,63,64,5.408555458721247
65,78,5.464979663588124,52,52,3.496548960796072,75,63,4.488441044369424
40,44,3.813408695591896,65,80,4.182043547359209,53,14,4.153582112122037
55,63,4.581624141596151,43,28,2.7930886732013036,57,37,5.0573622295150535
73,55,3.697742310107302,49,32,3.789827992330144,11,55,4.640806517439656
76,27,4.136992626527757,85,38,3.4185167716288527,15,40,4.245781122602522
20,48,4.555051847349198,110,54,3.338606057533112,54,42,4.280251242588581
82,39,5.393263491930675,61,27,3.629731883579158,19,59,4.426022110520073
73,80,4.282456442566966,54,26,3.8683654700597194,18,34,4.675572217949478
74,32,3.6298133924293396,78,34,4.201854891869554,41,30,4.873676653567866
59,19,4.276322895920634,86,94,2.970223175676699,11,46,5.913136411388782
34,33,3.7914823517479554,56,95,3.086189453258564,30,51,4.970467232532742
40,56,3.959979226582891,56,40,3.5971630422067733,12,23,5.826810498430149
66,32,4.736181246329981,75,94,3.1931142848321095,32,29,5.0925044225504
92,46,3.6348477324073634,74,46,3.636689043793969,46,22,4.316169029487506
72,35,4.429447512500075,55,59,2.900301596293608,45,13,5.685864291521437
28,24,4.718923172021529,43,73,3.1152956154136513,23,21,4.032961014588853
93,51,4.343716784734994,77,26,3.1496839809180597,24,8,5.127473954580099
71,63,3.538252701247461,114,90,4.484641180946278,44,59,4.683626892856891
76,27,5.471038713805731,44,43,4.208696660746671,31,58,4.876475387123206
45,69,4.23423153468107,118,93,4.175401269372869,56,32,5.594916137233331
60,31,5.057154373866534,80,28,3.527139808038073,45,44,4.010913167420068
54,23,4.151292984374907,83,65,3.433696076220567,24,13,4.364661522663553
82,58,4.450033513986837,40,80,2.6402510901546927,67,40,5.625336829942931
44,60,4.276927285221993,104,79,2.8946531538711477,40,12,5.090964221782977
94,22,4.185078459019215,57,55,4.290693576242067,50,66,4.51662927887088
57,51,3.5437027544155573,84,46,3.5512828428064105,35,53,4.995521843034369
21,33,4.220041875709007,98,99,4.47487651861722,39,46,4.805825795680118
26,77,5.27897998079906,101,72,3.683575995409814,21,6,5.537401981708692
53,60,4.880786677187367,55,28,3.25497417433521,40,35,5.513075499547092
36,85,3.7908457181908797,99,45,3.0482198174875927,11,23,4.926233095970244
62,40,4.682310009245478,61,65,4.336719329854828,29,69,4.55179806599847
78,60,5.2844617198977435,77,69,3.241464580773271,67,64,4.02412861758663
70,60,4.900068081929711,41,32,2.7922832001861,29,66,4.945150647345668
73,89,3.7973687847133935,99,33,3.056517414769764,43,64,5.185095358024378
43,28,5.235664993468993,106,42,3.791246327460385,69,20,5.210912134499214
44,77,4.103088026577731,90,55,2.7660208855462987,43,11,5.735954218329637
90,86,4.408152288624684,63,59,2.6831327061563357,46,16,4.934839872272286
71,17,4.552285519378293,116,54,3.415253204922785,76,9,5.440885998155188
89,42,5.2010132087563905,110,42,2.6673034230011536,28,51,4.2543930675054344
52,43,5.363214990295322,74,65,3.285876229366014,61,15,5.527997736981852
68,32,5.359305755581112,89,48,3.1454504861411205,53,38,4.8903076440416395
48,49,3.5159083625570813,94,72,3.2829543671791317,36,55,5.3887429630667
82,61,5.343776971170914,100,38,3.4755766153206884,47,9,5.670305114377843
41,19,3.6087739320031447,42,43,2.8706579675069075,30,52,4.507966753832823
45,89,4.031547313634871,107,84,3.384848869831705,47,35,5.333208356447563
47,73,4.529975709455666,110,46,3.2230382528362096,22,44,4.2464968917527495
68,89,4.459851378008788,77,54,4.090947064098548,30,11,4.223277020560728
90,73,4.709419587774784,78,39,3.889378292566866,51,44,4.567180570182717
68,61,4.458892457474011,87,45,4.245083564058803,57,18,4.261858571629647
39,27,5.368751359280841,118,50,3.8380193374893734,55,14,4.905845767125774
82,47,3.981097696429174,102,36,2.7421699024015043,66,53,5.7351958424303895
80,76,4.048049388076972,99,31,3.514154033271047,61,21,4.1487182280391846
68,30,5.341475871386113,90,99,3.984939197016674,31,55,4.726745535306637
90,58,3.6534790274905125,55,59,4.18335695323634,26,66,4.415589446592055
20,72,4.71912164380962,68,92,2.8625514041463296,35,34,4.917514726152622
32,20,4.863471904131222,87,26,2.9470052970702847,48,59,5.268553749660015
70,29,4.5110834468594785,56,44,4.224481391920726,72,38,5.705896688026017
75,18,4.888463757646274,69,71,3.470808553621496,60,37,4.047060491466594
81,70,3.8455092920239338,60,36,3.404846025725644,39,9,5.136358221544297
51,78,5.205264465543079,32,77,3.488230394024184,50,46,5.379759511600702
49,82,3.7800513789397714,117,41,2.8466656310270855,42,7,4.26969651458769
48,48,4.301624888631499,44,42,3.7552729030476035,59,67,5.875198765494912
68,70,3.6505152026164116,83,48,4.115947372040452,72,42,4.161897943943902
64,46,4.5904221576348005,99,96,4.174122399692752,48,17,4.640393610966331
49,23,4.839491614851278,40,61,2.5607567719401025,37,12,4.477015962038821
35,77,5.382443270190581,59,54,3.9303783157682894,27,65,4.1355998352454755
59,86,4.978672391792002,64,76,2.682449323907254,68,34,5.3999716531964665
38,47,4.582205832908302,72,47,4.433738431433116,75,54,5.022549445835679
37,35,5.365234034340667,90,61,3.464481742784101,52,42,4.854249822568235
20,69,4.456873676081753,69,98,4.050830289689294,22,63,4.398886888592647
97,71,4.622411306197739,116,48,3.7437153927287916,10,6,4.885732144181793
66,16,4.692197055340191,71,74,4.403872989350294,41,61,5.802480969322502
85,27,4.3199594517731335,71,44,4.447315920362162,19,11,4.71040427201903
57,18,5.176965381131648,32,71,3.057759381990773,24,14,5.017514271341625
70,64,3.8703518776901182,119,42,3.4657380775352298,26,33,5.857348695301374
82,62,4.609684380743216,107,50,3.508480860246519,72,38,5.382449838120649
23,44,4.9444665123743885,112,95,2.855395406012857,63,49,4.0837165759078236
20,43,5.307952343753154,114,67,4.3078753711292785,32,62,4.664736254391849
27,22,5.2678367928685566,50,71,3.199213029000009,59,37,5.952769428975879
48,26,4.517480578860284,102,67,2.6749135801693216,68,55,5.73035797079387
74,55,4.786322902326683,106,56,2.809065734991812,45,68,5.765371805772959
22,40,4.288475472258602,82,31,3.526607811241875,15,42,5.868095244300633
51,64,4.4363555257604,73,56,4.263370634457093,75,16,5.267104454709591
29,16,5.312531585146099,75,89,3.756437333213187,41,67,5.560571188138603
93,69,5.361407986384948,66,82,2.9296629980120525,62,69,5.307026619712468
53,70,5.29082811613404,67,77,3.0936058425702093,78,64,5.05679094241926
74,28,3.7767417236272767,117,58,4.45205017136181,11,24,5.039680744179531
51,20,5.200168042661272,67,93,2.6056977551767915,52,22,4.025941797619282
69,75,5.396727462042961,40,80,4.488676656928808,49,46,4.463707293777098
26,26,4.22249938914721,74,90,4.311715384393527,77,10,4.05801798069512
27,27,4.5372925788433385,93,56,3.8569665435743627,13,26,4.899501633464327
84,33,5.058190511625992,73,74,4.38640470580224,55,26,5.442653758131163
76,58,4.6241562751312975,110,48,2.8049356947105704,29,69,5.876444240158833
86,73,5.486967043412498,91,70,4.385178721059528,23,53,4.027165915754042
78,51,4.411426730313657,119,27,2.9251501671612727,23,16,4.981388225356658
91,39,4.9278854224147555,90,34,3.5924258530709965,58,67,5.399699708334626
73,30,5.085182280393088,119,30,3.4775234293644504,12,17,5.3344007846361565
86,52,4.488200831516879,41,76,3.5249161974533383,30,66,5.505768348149401
70,57,5.213967611422752,111,74,3.034759522577732,70,63,5.69048941397025
27,28,4.592309182414393,38,82,4.061277387961694,11,15,5.828324861026211
53,20,4.323301593603263,96,76,3.985166601647511,30,5,4.360802766778054
54,37,3.715647347703894,103,37,4.4079302646553415,19,13,5.910234306858816
97,74,4.286827152700848,31,83,3.513982055813571,28,7,5.611714382394244
51,26,4.967872909466569,37,63,3.5961841327125184,62,13,5.799824748600647
65,27,5.342572823360214,72,77,4.306745818387629,58,26,4.6864778133946805
35,20,4.003358807720621,47,82,4.338879246081255,17,27,5.997145676778421
87,77,4.210471034661005,81,44,3.7990733721468084,66,9,4.024397168209208
56,52,3.8079219882088524,68,87,4.140790175884091,33,43,5.7413860102728425
73,64,4.881445788457937,60,34,3.5102794159863944,56,7,5.357882072715924
33,66,5.42037686001985,43,50,3.2763910602365534,30,30,4.275551058983784
74,54,4.781904439696351,93,43,4.228136658892329,17,12,5.662509954112328
67,22,4.734153060012453,73,85,4.054543909772263,28,56,5.5865104341911636
26,75,4.606979861000868,89,58,2.9848231879860547,39,10,5.079057178259067
93,22,3.6769114813710733,31,68,2.5952902477450555,35,31,5.267412909324385
26,48,4.959007652858768,61,42,3.6311996607240116,29,26,4.254761573127259
52,74,4.704099087098702,65,96,4.183233042753944,54,60,4.9161639239087185
42,71,4.822953537712574,84,40,2.9944029297153367,73,47,4.079214409480121
38,60,5.297622186054843,116,50,4.03479076887786,39,31,5.154497809036373
38,36,5.067921574122035,92,89,3.3280144681262005,62,49,4.9034702412879625
55,54,5.061830504309052,98,90,3.1714170867754534,59,50,4.171083350286797
48,59,5.354367537758695,109,51,2.8456326022723832,71,37,4.82377920243896
79,69,5.479869902926,69,28,4.36858719370486,51,32,4.875747674929507
21,65,4.662565463922119,53,75,2.95139606612927,37,55,5.475191846091642
20,19,3.7177632320623317,87,27,3.0583772782458007,67,68,4.106906080272453
66,27,4.418259815550873,57,90,3.162975674178159,40,39,5.227860129607578
88,42,5.075202292923288,91,40,3.0693238257724573,68,40,5.025751203634269
39,76,3.5554506495236984,54,98,2.82581122122377,21,10,4.549827431300033
30,38,3.613774876712298,36,52,3.2089001270262054,54,62,5.4888287091029575
21,21,3.6343155647656427,67,68,3.443545594689775,75,27,5.125912211491832
86,52,4.962071516656621,100,42,3.6035450266089124,77,18,5.040667083593772
31,51,4.502333257126344,115,26,2.8129992039504765,41,60,5.904702466366997
39,82,4.237795887041187,115,68,4.058827532392644,50,29,5.62917844720611
24,56,3.711234090523472,74,44,3.123058804670042,64,24,4.4128586693106975
56,19,4.964480500411778,61,80,4.335897332752143,78,22,4.775936355389049
57,78,4.1420396211018,61,47,3.159104869991003,14,21,5.325780423734171
28,64,4.030648140129334,30,84,4.225757756455131,72,18,5.100180713197824
72,29,4.804638403107102,103,95,3.2050651519555684,13,30,4.861402312699484
63,87,4.618021785193683,74,69,3.511665574962227,50,36,5.962668330632894
43,67,4.2248212836266035,93,71,3.244709381914017,21,63,4.331859429235116
93,39,4.782974941611176,97,61,3.2741906291236518,46,61,4.677095504890755
49,23,4.042443040768236,36,32,3.737164407381404,64,16,4.792483999866667
78,52,5.089660523208654,67,29,3.8858571895219893,54,7,4.136716117331427
33,36,3.958637900615308,99,47,4.240947042992772,37,36,4.935893617517759
28,63,3.8176753907640313,82,34,3.6381050844435814,68,19,5.049180884926051
59,82,5.06487881899775,104,51,2.933688304978027,16,13,4.529192991171725
85,29,4.9157840613958665,102,25,4.479160193492885,69,53,5.923738807419272
44,79,3.8652779514035966,59,95,3.86754687691389,62,48,5.0706599099545
92,68,3.732491505379876,51,32,3.249504414828312,49,32,5.163553778568239
41,44,5.176798176973384,87,35,4.436408949788833,61,49,5.7876410837677055
23,34,5.053196964393376,102,52,4.416947001632936,20,17,4.5484839256006
45,47,4.154514747399329,84,58,2.6590784427946943,59,51,5.268384184524294
77,21,4.816394816426733,75,67,2.539651325748858,59,25,4.898482194235031
48,22,3.7483203730956216,55,52,2.5889131968602372,57,54,4.742904984665793
56,42,4.5140953180953565,93,73,3.8706288457818827,63,51,4.754508311469899
94,59,3.53746058412084,109,85,3.9217581709898566,15,9,4.048063979080969
89,87,4.283203761843111,38,61,3.948055550984435,59,11,5.6422448254228055
37,88,3.64968564294281,116,27,3.760478775667101,12,42,5.171295740198632
61,25,4.450294360313765,44,33,3.0709826308481047,50,41,5.8653264952130675
60,45,4.343363293705789,48,26,2.834257812782981,37,36,5.690929623313047
57,26,4.388770053276112,45,47,4.355716633055319,41,60,5.9697793340801955
53,65,3.5906626040959884,54,75,4.32628033739192,48,47,4.067699973975237
36,58,4.223232682563665,80,41,2.9849722021667597,72,31,5.2967969542368625
56,64,5.012967698199833,106,49,2.8358742717151193,28,55,5.909248674445079
44,31,4.23782874670724,75,51,3.2506819841972607,10,52,5.537038134849441
95,49,4.9303439052191615,36,44,2.596813247063976,42,57,4.63455527517862
46,15,4.238957447267467,63,97,2.824278237848606,42,52,4.225084972651696
76,43,4.346478882980373,87,60,3.260597995706946,20,14,5.336531847759012
50,65,4.627784225658532,107,52,2.977487914611291,69,13,5.316766386754268
25,78,5.401363873614165,52,53,3.97364052918108,37,50,4.584581930565351
59,18,3.7177208932933103,52,66,4.309919263663896,71,14,5.611326790332791
31,42,3.565827537322347,46,82,4.318280324196676,56,40,5.264209011424761
72,30,4.7159143676200905,42,56,3.708555580358499,26,14,4.8294631419713685
90,77,5.398194177856853,56,36,3.9069794733855288,18,31,4.931572394581074
29,67,5.47944626510943,95,54,3.4880628747397004,17,23,4.495436291826343
64,31,4.468328494784004,59,84,2.7933754256137915,68,15,5.077233876075642
36,54,4.436163242170197,33,35,3.7700716594883916,78,36,5.004117078495689
45,27,4.789927541490393,96,35,3.199907625967755,54,24,5.886567555387657
81,66,4.61126951440994,43,74,2.5115870108111333,42,50,5.018631521908361
65,72,4.768176115228236,40,25,3.6499074116824772,47,64,5.554985587733673
83,51,5.2479988510757885,69,51,2.8967375823880053,72,21,5.228416954280176
21,75,4.992612338975219,116,56,4.273011272786533,21,69,4.450448196028696
73,48,4.493754783373591,32,30,4.3678894464547176,76,61,4.09909967415993
84,84,4.423728918000339,30,65,2.824346122705252,38,23,5.403862084887753
70,31,4.7792034970262325,38,60,2.558825569114516,31,9,5.604697906832645
72,34,4.4114125688405945,102,63,2.5080888690400536,43,59,5.749795698309486
55,87,4.41555870253128,105,54,4.326087110700682,79,8,5.367450093039601
45,73,3.5326118035730096,30,81,2.8040371463232976,48,56,4.868554925851014
48,83,3.848128274814617,45,35,3.370664881091764,25,23,4.985115526428787
40,47,4.477027279991506,101,27,2.6143227329795176,40,35,5.520701625584513
30,31,5.145306918100738,75,72,3.246691734487322,58,7,4.35623621231996
59,71,4.057454013454248,39,30,4.070849795307097,53,33,4.90541447778242
30,15,4.545286866262298,62,31,3.313337327471845,55,57,4.10788486407532
55,27,4.189924169518465,70,68,4.05116040305447,10,12,4.210546637863181
78,41,3.709607979079178,80,85,3.8776784486357876,53,9,4.4615886016287885
58,84,5.416596966142601,51,78,3.534616185588466,55,68,5.260090024638505
73,73,5.209347740500603,45,75,3.975419621674298,62,31,5.840194915241827
74,20,3.6569848489338126,112,72,4.258227988497978,42,37,4.729856809544952
43,37,4.939574524936569,104,85,4.086022894992677,54,62,5.000695702828421
41,24,4.195159808715,91,64,3.88345985558738,73,66,5.14103588433076
88,65,5.489699614123586,82,27,3.903644391113293,12,30,4.569151899438316
75,33,4.104797039657956,104,54,2.822196967273051,33,18,5.37955959967197
52,65,3.9774768907251996,43,48,4.401343979924452,40,36,4.424796640982289
55,82,4.635781096610811,88,91,2.9113285477770763,49,45,4.378633096944977
39,56,5.170252326686408,55,26,3.197904329033212,59,18,4.411630065359178
81,71,3.8850377436395958,73,68,3.5359730285859676,24,52,4.958564456097282
92,82,4.9188055394386625,49,64,2.7523615620545314,30,52,4.50042136278952
45,52,3.6228131662822434,113,43,3.6871516725978792,30,42,4.866373371449843
85,76,5.3378694862209946,34,87,2.865357041749467,69,11,4.753764173863472
92,21,3.6621498322945976,94,48,4.346735440476321,74,37,5.661992383747831
92,85,5.328462752688325,40,74,4.277352267227723,30,28,4.438119737361616
59,64,4.481614498905405,76,44,3.588850856346653,64,30,4.612193210122479
36,66,4.39618222559184,39,81,3.3989526408220994,78,54,5.904764705054501
20,40,5.446614159000753,90,74,2.705203824260387,35,46,4.489267584510258
80,40,5.480768355396438,74,82,4.14660039622329,64,17,5.5937914499925405
62,33,4.8003562519220235,76,55,3.258740197294731,55,35,4.28315203170051
61,23,3.754238583714097,63,61,2.99264806822374,71,27,5.173442414127539
44,75,4.512340171310405,42,28,4.49059603802054,79,41,4.1839706594103925
58,34,4.558326201911325,118,82,3.8365948246541937,63,63,4.819986578413318
54,64,4.52889285627062,52,34,2.6477252167149263,13,62,5.911264646991996
22,36,4.638983677040019,65,87,4.102591408667727,54,20,5.285266492977356
63,27,3.5374494275887813,92,60,4.000804585310511,63,43,4.415316928240376
70,26,4.922454562941005,105,79,3.3024005112329657,62,13,5.617696603071913
31,24,4.924788603905976,76,81,2.747378515607628,53,68,5.308978750233462
38,79,3.730939550355776,95,67,3.494889796497559,45,26,5.855433008574579
63,44,4.640478884891602,113,89,4.026637831416115,43,58,4.457516362730449
78,22,4.636722364871549,109,36,2.652029505531365,61,26,4.242541212427353
68,35,4.8649008403808,43,86,2.8268828676503492,15,18,5.269822640603901
80,36,3.6707953842701624,82,48,3.737852355086703,47,54,5.827180981000908
36,32,4.753006614532193,95,26,3.6190894754312684,42,9,5.555524637155853
93,80,4.061503901492682,78,71,4.310175352185972,64,21,4.822244861970148
76,62,4.514005980992344,45,80,4.129584369009743,32,5,4.863411500430604
74,58,5.046647105408153,97,40,4.337659526889012,53,18,4.665190078310371
66,23,4.911291872726027,72,58,3.4319176069173314,37,59,5.83465909166131
31,81,3.7378060353559865,106,42,4.075601600705402,73,21,5.623294644470427
81,68,4.682369574232147,94,53,2.597433519974012,57,13,4.534796819585115
99,40,5.438233061881477,38,78,3.0889836330058946,68,16,4.641388390960082
27,40,3.8135388746700043,50,75,3.7885448898672043,68,19,5.479563663884881
40,48,5.20581417545083,111,38,4.027367741635751,52,38,4.848310112457417
99,22,4.905096161107554,113,82,3.640984800446219,52,41,5.2194380546919215
89,24,5.04800662581952,72,59,3.4614714313143407,22,57,4.310930225111184
91,62,4.063916654285291,95,33,2.9665318943473036,52,45,5.653193107646901
44,69,4.075777858759685,33,61,2.848373519057179,22,8,5.1127278132739615
31,68,5.3120389115529765,36,36,4.250964756929316,44,12,5.65147234726287
34,54,4.2196640641851175,115,35,2.7844244261259385,20,21,5.4297087986660415
78,29,3.626030781385621,113,51,3.370574074869123,30,26,4.858002967313894
45,32,4.7011934071589,87,67,4.27696252057587,35,12,5.361128423540327
45,37,3.749635338083685,33,74,2.7954240442302165,59,26,4.119703432230448
66,76,5.093192482815816,49,44,2.7550924369977974,58,44,4.872319627944296
51,60,4.783492885002115,64,37,3.8850181441134817,22,26,4.87166863102945
29,53,5.249453010442417,88,71,3.1631506107668645,48,9,4.841288143077532
35,29,5.06967449956527,114,32,3.37141214787919,64,13,4.235161089177359
90,67,3.7242272966763923,74,93,3.751186929629515,16,64,4.973944486628999
36,78,4.262141352868845,43,95,3.257951654544659,52,24,5.523409384244049
42,77,5.049120499829175,51,88,4.099682872998654,51,38,4.646073745352434
45,30,4.334682946532651,77,68,4.437969334348027,67,40,5.637172908533826
26,84,5.444730969559957,59,36,4.366121596505366,21,42,5.170939717394559
33,80,4.971480899786899,58,28,3.590904009679932,22,36,5.44825148872318
98,27,3.5309998333806423,65,64,3.209633052790373,21,50,5.795399184897488
26,61,5.259971383121673,71,43,3.3674646149282177,47,29,4.964472766159278
28,23,3.701609569737115,58,78,3.1603129095422515,12,68,5.689846295138287
67,77,3.7810474483601717,36,25,3.3834484178093405,71,37,4.280752333485539
91,48,4.968984801222102,61,37,2.525945982412094,40,51,5.556819813622471
78,43,5.229937118860961,42,74,2.610428769802048,46,33,5.667378132344036
58,51,4.572699255799112,42,77,4.042674073805621,33,63,5.806800503942174
37,57,4.078099465891558,83,66,3.169626113308734,77,35,4.162026554771328
78,78,4.202631090506351,43,49,4.088812432437188,73,30,4.233936929223992
36,38,4.185778659192112,35,68,3.4598885099076306,25,67,4.04524439421343
33,85,4.153356207619025,45,85,4.111834824962266,27,62,5.011595853252063
50,48,3.9858193436433,70,45,3.827169119179189,77,53,4.385725260731699
43,62,4.717734189258466,81,75,2.9020024515225993,49,69,5.135547333949074
79,26,5.300810637130135,114,76,3.39544509944309,67,63,5.784566990806997
64,37,4.114164826166682,45,87,3.908664863779405,54,66,4.654050676627887
22,27,3.873388594922824,34,78,3.16123413016318,62,51,4.01069437508612
56,59,5.177155332742849,53,34,2.8866043795708087,36,26,5.779733698844642
62,79,4.983566661779406,72,83,3.5797218459351616,45,68,5.24376724717677
59,61,5.361674063119821,94,32,3.047296307396393,77,50,4.4030033904536525
74,72,3.8310394712098192,39,75,3.688684330232784,22,63,5.3847202366817974
58,19,3.788502628233183,88,29,3.0434688026520895,60,36,5.265640055309463
34,19,4.582858788609993,64,66,4.313158479890361,57,41,4.760244860471573
23,74,4.728867309670191,60,36,3.1878040253130804,69,56,4.424288253533912
44,35,4.460346883719179,108,48,4.314900805129352,79,47,5.984851389006124
32,38,4.6979332726477505,40,69,3.0589636160372224,60,38,5.286040224073126
52,32,3.860759537750143,38,77,3.7089090581714075,23,65,4.003495508525023
35,35,4.4592275083281665,95,77,2.760436726305234,52,49,4.2511865573785945
61,68,4.816185121879336,73,41,4.056743695357865,12,45,4.4948284399340235
85,24,4.365412898497407,45,89,2.9004354367990643,34,56,5.626274370822767
74,38,4.8588946716331955,77,82,4.228041166177612,43,16,4.949300334437182
61,74,4.402382561107679,82,61,3.404891784845334,79,19,4.1202523885024185
53,71,4.167199161684555,94,99,2.6890791092275403,65,20,4.530186164596998
49,37,4.107210094174185,77,66,3.2270769388596507,74,7,5.961430138093962
32,36,4.321804117977176,99,94,4.059451851062093,69,31,5.535738102116513
32,82,3.5461792453644017,75,64,2.6525899573997416,57,27,4.009318481977554
37,48,4.837050276892228,104,47,3.7514582852093152,28,68,5.67740024872929
51,84,5.190211281960524,62,47,3.5145324450363864,44,37,4.384535723476
58,42,4.209254188886237,81,73,3.119739214630259,42,52,4.661548633460539
65,53,3.592066272283437,110,31,4.011234765457397,51,59,4.236776791746225
48,56,5.473551194771115,84,61,2.604881475285297,63,31,4.021158063808311
81,37,4.027396510902134,80,40,3.4952836612502742,48,51,5.008022808767118
81,84,3.753242243381546,69,62,3.5137262884654974,73,35,4.57197238825829
76,16,4.239505015946056,54,64,2.6728122593893398,47,39,4.720332484088139
35,38,4.977114081267113,92,53,2.7720454472273994,47,40,4.337990040388522
75,31,4.087833193781131,51,41,3.319308814931163,61,28,5.612905411899138
29,79,4.649406407838976,119,44,3.573045043385554,56,21,4.346967840703606
49,84,4.331119988874285,67,49,2.6063909516214134,74,49,5.03459670722968
44,83,3.735527984553237,38,84,2.523513039854352,51,66,4.938766387269313
24,74,4.1605740249842205,66,62,2.885208470517978,64,5,5.839452700406376
84,64,4.9497410114281335,34,87,3.4756189371697555,68,24,5.975466217045996
68,26,4.724007794662891,111,63,2.580557421418413,75,68,5.811512877323929
22,61,3.739556759767122,51,88,3.966470712957328,63,54,5.467055452214908
64,81,3.8266448194286173,41,45,2.803856364944859,60,57,4.861393786671467
33,79,4.781466718614891,89,56,4.045222331213275,32,42,4.261104741403697
49,41,5.1268308286417374,73,52,2.909466787731396,20,56,5.739785675113463
87,62,4.198948991916339,51,36,3.1932389297346897,45,65,5.432499507823067
37,76,4.6906215036869,35,47,3.4581858954709377,65,29,4.263594940835972
81,58,3.841287177504211,56,39,3.194541560996578,51,33,4.176072161623452
56,33,4.1227526738106475,84,36,2.5472387429623033,22,39,5.348594995786188
44,73,3.540540411346105,44,28,4.317148125428485,61,51,5.81183691661916
67,22,5.036551895599045,93,59,3.0729330440017657,39,61,4.427695855511878
84,69,4.302019639545934,46,85,2.7720720800103127,21,36,4.823983301418641
72,61,5.132251147307908,32,51,2.76503647843155,30,50,5.928872486773867
98,16,4.916745992045453,39,57,4.449225019648848,21,40,5.891973707586522
92,53,5.157488531456954,92,37,2.746115383356104,71,14,5.397394407245672
34,59,4.071317339165765,92,61,3.1930947468642707,48,50,4.948116002872303
68,46,3.8702174608556907,118,68,2.6352430653022525,53,30,4.745774318672009
87,79,5.4438113653033415,91,26,3.9709456256867846,13,52,4.782094027434023
